Record_ID,Date,Day_of_Week,Is_Weekend,Season,Line,Line_Color,Station_Name,Interchange_Station,Zone,Distance_from_Connaught_Place_km,Opening_Year,Number_of_Platforms,Entry_Count,Exit_Count,Total_Footfall,Peak_Hour_Footfall_Pct,Avg_Fare_INR,Majority_Ticket_Type,Parking_Available,Feeder_Bus_Available,Escalator_Count,Elevator_Count,Weather_Condition,Temperature_C,Is_Festival_Day,Delay_Minutes,Security_Incidents
2072,2024-01-22,Monday,0,Winter,Blue,#00509E,Janakpuri West,Yes,West Delhi,16.4,2005,4,13596,13715,27311,29.1,43.2,Smart Card (DMRC Card),No,No,8,1,Foggy,11.2,0,0.4,0
2073,2024-01-22,Monday,0,Winter,Blue,#00509E,Karol Bagh,No,Central Delhi,6.1,2005,2,6142,5935,12077,43.8,28.1,Smart Card (DMRC Card),Yes,No,3,2,Foggy,11.2,0,0.1,0
2074,2024-01-22,Monday,0,Winter,Blue,#00509E,Kirti Nagar,Yes,West Delhi,10.7,2005,4,14273,14402,28675,33.8,33.9,QR Ticket (Token-less),No,Yes,4,1,Foggy,11.2,0,3.3,0
2075,2024-01-22,Monday,0,Winter,Blue,#00509E,Mandi House,Yes,Central Delhi,2.3,2005,3,16088,15856,31944,36.6,22.2,Smart Card (DMRC Card),Yes,Yes,4,2,Foggy,11.2,0,2.9,0
2076,2024-01-22,Monday,0,Winter,Blue,#00509E,Mayur Vihar-I,Yes,East Delhi,10.6,2009,4,15661,15230,30891,44.1,36.6,Smart Card (DMRC Card),No,Yes,2,1,Foggy,11.2,0,2.3,0
2077,2024-01-22,Monday,0,Winter,Blue,#00509E,Noida Sector 18,No,Noida,19.8,2009,2,5107,4989,10096,36.4,56.6,Smart Card (DMRC Card),Yes,Yes,4,0,Foggy,11.2,0,0.8,0
2078,2024-01-22,Monday,0,Winter,Blue,#00509E,Rajendra Place,No,Central Delhi,7.4,2005,2,5465,5379,10844,30.5,32.0,QR Ticket (Token-less),Yes,Yes,2,0,Foggy,11.2,0,0.9,0
2079,2024-01-22,Monday,0,Winter,Blue,#00509E,Rajiv Chowk,Yes,Central Delhi,0.5,2005,4,19709,19743,39452,43.9,17.0,Smart Card (DMRC Card),No,No,6,1,Foggy,11.2,0,3.8,0
2080,2024-01-22,Monday,0,Winter,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,4,16331,16435,32766,28.3,42.6,Smart Card (DMRC Card),Yes,No,2,2,Foggy,11.2,0,2.3,0
2081,2024-01-22,Monday,0,Winter,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,5375,5353,10728,29.5,49.2,NCMC Card (One Delhi),Yes,Yes,3,2,Foggy,,0,1.6,0
2082,2024-01-22,Monday,0,Winter,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,4,15040,14925,29965,35.0,29.5,Smart Card (DMRC Card),No,Yes,2,2,Foggy,11.2,0,1.2,0
2083,2024-01-22,Monday,0,Winter,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,6171,6034,12205,43.8,38.6,QR Ticket (Token-less),Yes,No,2,2,Foggy,11.2,0,0.2,0
2084,2024-01-22,Monday,0,Winter,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,3972,3892,7864,34.3,60.0,Smart Card (DMRC Card),Yes,No,4,0,Foggy,11.2,0,0.8,0
2085,2024-01-22,Monday,0,Winter,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,4015,4014,8029,28.3,51.7,NCMC Card (One Delhi),Yes,Yes,2,1,Foggy,11.2,0,1.0,0
2086,2024-01-22,Monday,0,Winter,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,4177,4286,8463,30.0,55.2,Smart Card (DMRC Card),No,Yes,3,0,Foggy,11.2,0,0.6,0
2087,2024-01-22,Monday,0,Winter,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,4716,4695,9411,34.2,42.2,Smart Card (DMRC Card),Yes,Yes,2,2,Foggy,11.2,0,2.4,0
2088,2024-01-22,Monday,0,Winter,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,5290,5291,10581,34.3,38.7,QR Ticket (Token-less),No,No,3,2,Foggy,11.2,0,0.6,0
2089,2024-01-22,Monday,0,Winter,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,4328,4163,8491,42.0,56.2,Paper QR Token,Yes,Yes,2,1,Foggy,11.2,0,3.1,0
2090,2024-01-22,Monday,0,Winter,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,3935,3989,7924,29.1,60.0,NCMC Card (One Delhi),No,Yes,4,0,Foggy,11.2,0,1.9,1
2091,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,3,13992,14151,28143,37.2,54.9,Smart Card (DMRC Card),No,No,4,2,Foggy,11.2,0,0.8,0
2092,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,5449,5552,11001,43.0,34.5,QR Ticket (Token-less),Yes,No,4,0,Foggy,11.2,0,1.2,0
2093,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,3,13813,14357,28170,38.4,34.7,QR Ticket (Token-less),No,Yes,4,1,Foggy,11.2,0,0.4,0
2094,2024-01-22,Monday,0,Winter,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,5403,5233,10636,28.4,35.9,QR Ticket (Token-less),Yes,Yes,2,2,Foggy,11.2,0,0.8,0
2095,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,3,12436,12852,25288,44.9,50.4,Smart Card (DMRC Card),Yes,Yes,4,1,Foggy,11.2,0,0.8,0
2096,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,5417,5385,10802,34.7,40.8,Smart Card (DMRC Card),Yes,Yes,4,1,Foggy,11.2,0,1.3,0
2097,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,3889,3810,7699,37.0,41.5,QR Ticket (Token-less),No,Yes,3,1,Foggy,11.2,0,3.2,0
2098,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,3,14013,14528,28541,34.7,40.8,Paper QR Token,No,No,6,2,Foggy,11.2,0,1.1,0
2099,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Munirka,No,South Delhi,10.3,2017,2,4391,4457,8848,36.9,39.9,QR Ticket (Token-less),No,Yes,2,2,Foggy,11.2,0,0.7,0
2100,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,4207,4326,8533,41.5,45.2,QR Ticket (Token-less),Yes,No,4,2,Foggy,11.2,0,0.5,0
2101,2024-01-22,Monday,0,Winter,Magenta,#C6007E,R K Puram,No,South Delhi,9.4,2017,2,5213,5140,10353,29.8,36.9,QR Ticket (Token-less),Yes,Yes,2,2,Foggy,11.2,0,0.7,0
2102,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Sukhdev Vihar,No,South Delhi,11.8,2018,2,4822,4693,9515,41.4,39.8,QR Ticket (Token-less),No,Yes,2,1,Foggy,11.2,0,5.0,0
2103,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Terminal 1 IGI Airport,No,South West Delhi,15.7,2018,2,4045,4197,8242,44.3,46.4,Paper QR Token,Yes,No,3,0,Foggy,11.2,0,2.0,0
2104,2024-01-22,Monday,0,Winter,Magenta,#C6007E,Vasant Vihar,No,South West Delhi,11.9,2017,2,4634,4665,9299,33.0,40.9,Paper QR Token,No,No,3,0,Foggy,11.2,0,1.6,0
2105,2024-01-22,Monday,0,Winter,Pink,#EC008C,Anand Vihar,No,East Delhi,12.3,2018,2,5433,5600,11033,36.0,43.9,Paper QR Token,Yes,Yes,2,0,Foggy,11.2,0,0.4,0
2106,2024-01-22,Monday,0,Winter,Pink,#EC008C,Delhi Cantt,No,South West Delhi,15.5,2018,2,4996,5058,10054,38.1,42.5,Smart Card (DMRC Card),Yes,No,4,2,Foggy,11.2,0,0.0,0
2107,2024-01-22,Monday,0,Winter,Pink,#EC008C,Hazrat Nizamuddin,No,South Delhi,6.5,2018,2,5957,5905,11862,33.4,33.0,NCMC Card (One Delhi),No,Yes,3,0,Foggy,11.2,0,4.3,0
2108,2024-01-22,Monday,0,Winter,Pink,#EC008C,Karkarduma,Yes,East Delhi,11.1,2018,3,12861,12681,25542,35.3,37.8,Smart Card (DMRC Card),No,Yes,2,2,Foggy,11.2,0,0.4,0
2109,2024-01-22,Monday,0,Winter,Pink,#EC008C,Lajpat Nagar,Yes,South Delhi,7.8,2018,4,16074,16409,32483,32.7,33.7,Smart Card (DMRC Card),Yes,Yes,2,2,Foggy,11.2,0,0.7,0
2110,2024-01-22,Monday,0,Winter,Pink,#EC008C,Majlis Park,No,North Delhi,15.1,2018,2,4856,4841,9697,38.4,46.4,QR Ticket (Token-less),No,No,3,1,Foggy,11.2,0,0.3,0
2111,2024-01-22,Monday,0,Winter,Pink,#EC008C,Maujpur-Babarpur,No,East Delhi,11.7,2018,2,5206,5089,10295,40.2,36.9,Smart Card (DMRC Card),Yes,Yes,4,0,Foggy,11.2,0,5.1,0
2112,2024-01-22,Monday,0,Winter,Pink,#EC008C,Mayur Vihar-I,Yes,East Delhi,10.6,2018,3,14293,13780,28073,35.8,37.2,Paper QR Token,Yes,Yes,4,2,Foggy,11.2,0,0.5,0
2113,2024-01-22,Monday,0,Winter,Pink,#EC008C,Netaji Subhash Place,Yes,North Delhi,12.1,2018,3,14715,14888,29603,28.8,40.3,QR Ticket (Token-less),No,Yes,6,2,Foggy,11.2,0,0.2,0
2114,2024-01-22,Monday,0,Winter,Pink,#EC008C,Rajouri Garden,Yes,West Delhi,12.9,2018,4,16190,16460,32650,37.8,37.5,QR Ticket (Token-less),Yes,Yes,2,1,Foggy,11.2,0,0.6,0
2115,2024-01-22,Monday,0,Winter,Pink,#EC008C,Sarojini Nagar,No,South Delhi,8.4,2018,2,5487,5351,10838,40.0,33.4,Smart Card (DMRC Card),No,No,3,1,Foggy,11.2,0,0.3,1
2116,2024-01-22,Monday,0,Winter,Pink,#EC008C,Shalimar Bagh,No,North Delhi,13.6,2018,2,4777,4804,9581,39.6,40.8,Smart Card (DMRC Card),No,No,4,2,Foggy,11.2,0,0.5,0
2117,2024-01-22,Monday,0,Winter,Pink,#EC008C,Shiv Vihar,No,East Delhi,16.4,2019,2,4728,4785,9513,34.0,52.4,Smart Card (DMRC Card),No,Yes,2,1,Foggy,11.2,0,7.3,0
2118,2024-01-22,Monday,0,Winter,Pink,#EC008C,South Extension,No,South Delhi,7.9,2018,2,5593,5564,11157,35.3,28.2,QR Ticket (Token-less),Yes,Yes,4,2,Foggy,11.2,0,0.5,0
2119,2024-01-22,Monday,0,Winter,Pink,#EC008C,Welcome,Yes,East Delhi,9.4,2018,4,13416,13761,27177,28.2,34.3,Smart Card (DMRC Card),No,Yes,8,1,Foggy,11.2,0,0.4,0
2120,2024-01-22,Monday,0,Winter,Red,#EE1B24,Dilshad Garden,No,East Delhi,16.9,2008,2,4805,4783,9588,38.4,54.4,QR Ticket (Token-less),No,Yes,3,1,Foggy,11.2,0,1.4,0
2121,2024-01-22,Monday,0,Winter,Red,#EE1B24,Inderlok,Yes,North Delhi,8.7,2004,3,14864,14953,29817,33.7,35.6,Smart Card (DMRC Card),No,Yes,2,1,Foggy,11.2,0,0.0,1
2122,2024-01-22,Monday,0,Winter,Red,#EE1B24,Kashmere Gate,Yes,North Delhi,5.2,2004,3,16063,15744,31807,34.6,27.9,Paper QR Token,Yes,No,6,1,Foggy,11.2,0,0.5,0
2123,2024-01-22,Monday,0,Winter,Red,#EE1B24,Kohat Enclave,No,North Delhi,11.0,2004,2,4628,4627,9255,38.3,37.6,Paper QR Token,Yes,Yes,2,2,Foggy,11.2,0,2.6,1
2124,2024-01-22,Monday,0,Winter,Red,#EE1B24,Netaji Subhash Place,Yes,North Delhi,12.1,2008,4,16449,16236,32685,31.7,41.7,Smart Card (DMRC Card),Yes,No,6,1,Foggy,11.2,0,4.6,0
2125,2024-01-22,Monday,0,Winter,Red,#EE1B24,Pitampura,No,North Delhi,13.8,2008,2,5323,5314,10637,29.5,44.5,NCMC Card (One Delhi),Yes,No,2,0,Foggy,11.2,0,2.0,0
2126,2024-01-22,Monday,0,Winter,Red,#EE1B24,Rithala,No,North Delhi,18.5,2008,2,4441,4354,8795,30.4,46.9,QR Ticket (Token-less),No,Yes,3,2,Foggy,11.2,0,1.8,0
2127,2024-01-22,Monday,0,Winter,Red,#EE1B24,Rohini West,No,North Delhi,16.2,2008,2,4363,4239,8602,38.4,41.4,Smart Card (DMRC Card),No,Yes,3,1,Foggy,11.2,0,1.2,0
2128,2024-01-22,Monday,0,Winter,Red,#EE1B24,Seelampur,No,East Delhi,10.4,2004,2,5583,5756,11339,31.8,35.1,QR Ticket (Token-less),Yes,Yes,2,0,Foggy,,0,0.7,0
2129,2024-01-22,Monday,0,Winter,Red,#EE1B24,Shahdara,No,East Delhi,12.6,2004,2,4719,4720,9439,38.6,41.4,Smart Card (DMRC Card),No,No,4,1,Foggy,11.2,0,1.2,0
2130,2024-01-22,Monday,0,Winter,Red,#EE1B24,Shastri Park,No,East Delhi,8.9,2004,2,5619,5655,11274,36.4,35.9,Smart Card (DMRC Card),No,Yes,3,0,Foggy,11.2,0,0.7,0
2131,2024-01-22,Monday,0,Winter,Violet,#92278F,Badarpur Border,No,South Delhi,18.9,2015,2,4386,4288,8674,29.9,55.5,Smart Card (DMRC Card),Yes,No,3,0,Foggy,11.2,0,0.8,1
2132,2024-01-22,Monday,0,Winter,Violet,#92278F,Faridabad Old,No,Faridabad,24.7,2015,2,3825,3715,7540,37.1,59.6,Smart Card (DMRC Card),Yes,No,4,2,Foggy,11.2,0,0.6,0
2133,2024-01-22,Monday,0,Winter,Violet,#92278F,Govind Puri,No,South Delhi,12.1,2010,2,5590,5780,11370,38.7,38.8,Smart Card (DMRC Card),,No,2,0,Foggy,11.2,0,2.2,0
2134,2024-01-22,Monday,0,Winter,Violet,#92278F,ITO,No,Central Delhi,3.1,2014,2,6785,6809,13594,28.3,21.6,QR Ticket (Token-less),Yes,No,2,2,Foggy,11.2,0,2.6,0
2135,2024-01-22,Monday,0,Winter,Violet,#92278F,Jama Masjid,No,Central Delhi,4.2,2014,2,6132,6067,12199,42.9,26.5,Smart Card (DMRC Card),Yes,No,3,2,Foggy,11.2,0,0.9,0
2136,2024-01-22,Monday,0,Winter,Violet,#92278F,Kalkaji Mandir,Yes,South Delhi,10.6,2010,3,16492,16473,32965,37.7,36.3,QR Ticket (Token-less),No,No,8,2,Foggy,11.2,0,1.9,0
2137,2024-01-22,Monday,0,Winter,Violet,#92278F,Khan Market,No,Central Delhi,3.9,2010,2,5586,5385,10971,42.5,23.2,Smart Card (DMRC Card),No,No,4,0,Foggy,11.2,0,0.6,1
2138,2024-01-22,Monday,0,Winter,Violet,#92278F,Lajpat Nagar,Yes,South Delhi,7.8,2010,3,14550,14472,29022,42.2,31.5,QR Ticket (Token-less),No,No,2,2,Foggy,11.2,0,0.1,0
2139,2024-01-22,Monday,0,Winter,Violet,#92278F,Lal Quila,No,Central Delhi,3.8,2014,2,6009,6201,12210,28.6,26.3,Smart Card (DMRC Card),Yes,Yes,2,1,Foggy,11.2,0,6.9,0
2140,2024-01-22,Monday,0,Winter,Violet,#92278F,Nehru Place,No,South Delhi,9.9,2010,2,4715,4735,9450,44.5,39.3,Smart Card (DMRC Card),No,No,4,0,Foggy,11.2,0,0.2,0
2141,2024-01-22,Monday,0,Winter,Violet,#92278F,Okhla,No,South Delhi,13.4,2015,2,4664,4631,9295,44.5,43.9,NCMC Card (One Delhi),Yes,No,2,0,Foggy,11.2,0,1.8,0
2142,2024-01-22,Monday,0,Winter,Violet,#92278F,Raja Nahar Singh,No,Faridabad,29.8,2015,2,3635,3604,7239,43.3,60.0,QR Ticket (Token-less),No,No,3,1,Foggy,11.2,0,2.7,0
2143,2024-01-22,Monday,0,Winter,Violet,#92278F,Tughlakabad,No,South Delhi,16.8,2015,2,4343,4392,8735,29.1,44.7,Smart Card (DMRC Card),Yes,No,3,1,Foggy,11.2,0,2.4,0
2144,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,AIIMS,No,South Delhi,7.1,2005,2,5905,5978,11883,41.1,31.1,Paper QR Token,No,No,3,2,Foggy,11.2,0,2.3,0
2145,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Azadpur,Yes,North Delhi,11.2,2004,3,18376,18522,36898,34.5,36.6,Smart Card (DMRC Card),Yes,No,4,1,Foggy,11.2,0,0.0,0
2146,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,3,19496,19263,38759,31.7,20.5,Smart Card (DMRC Card),No,No,6,1,Foggy,11.2,0,0.0,0
2147,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,5669,5695,11364,39.2,25.4,Smart Card (DMRC Card),Yes,No,4,1,Foggy,11.2,0,1.5,0
2148,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,5531,5319,10850,28.1,26.0,Smart Card (DMRC Card),Yes,No,3,0,Foggy,11.2,0,0.0,0
2149,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,4,15912,15311,31223,34.5,33.7,Paper QR Token,No,No,6,2,Foggy,11.2,0,5.9,0
2150,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,3468,3588,7056,36.2,60.0,Smart Card (DMRC Card),Yes,Yes,4,1,Foggy,11.2,0,0.9,0
2151,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,4,14550,14575,29125,44.4,27.8,Smart Card (DMRC Card),Yes,No,4,1,Foggy,11.2,0,2.1,0
2152,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,5231,5118,10349,36.6,52.7,Smart Card (DMRC Card),No,No,3,1,Foggy,11.2,0,1.0,0
2153,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,5685,5888,11573,41.0,41.3,NCMC Card (One Delhi),No,Yes,3,0,Foggy,11.2,0,0.5,0
2154,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,4,18424,18103,36527,39.1,19.2,Smart Card (DMRC Card),No,Yes,8,1,Foggy,11.2,0,0.7,0
2155,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,4479,4468,8947,38.7,43.2,Smart Card (DMRC Card),No,No,3,0,Foggy,11.2,0,0.5,1
2156,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,3,16295,16211,32506,31.8,20.4,QR Ticket (Token-less),No,Yes,8,1,Foggy,11.2,0,2.4,1
2157,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,3860,3908,7768,30.8,36.0,QR Ticket (Token-less),No,Yes,2,0,Foggy,11.2,0,3.8,0
2158,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,3871,3858,7729,29.1,59.8,Smart Card (DMRC Card),Yes,Yes,4,1,Foggy,11.2,0,,0
2159,2024-01-22,Monday,0,Winter,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,5076,4963,10039,32.6,31.8,Smart Card (DMRC Card),Yes,Yes,4,0,Foggy,11.2,0,0.3,0
2160,2024-01-23,Tuesday,0,Winter,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,6025,6030,12055,29.5,37.3,Paper QR Token,Yes,Yes,2,1,Cold & Cloudy,16.4,0,0.4,0
2161,2024-01-23,Tuesday,0,Winter,Airport Express,#F58220,Dhaula Kuan,No,South West Delhi,9.7,2011,2,6019,5869,11888,44.8,31.2,Smart Card (DMRC Card),Yes,No,3,0,Cold & Cloudy,16.4,0,2.5,0
2162,2024-01-23,Tuesday,0,Winter,Airport Express,#F58220,IGI Airport,No,South West Delhi,16.5,2011,2,5539,5639,11178,35.5,52.1,QR Ticket (Token-less),No,Yes,3,0,Cold & Cloudy,16.4,0,1.4,0
2163,2024-01-23,Tuesday,0,Winter,Airport Express,#F58220,New Delhi,Yes,Central Delhi,2.0,2011,3,20688,20799,41487,38.1,22.9,Smart Card (DMRC Card),No,No,4,1,Cold & Cloudy,16.4,0,5.2,0
2164,2024-01-23,Tuesday,0,Winter,Airport Express,#F58220,Shivaji Stadium,No,Central Delhi,2.9,2011,2,7567,7345,14912,44.6,23.6,Smart Card (DMRC Card),No,Yes,2,1,Cold & Cloudy,16.4,0,0.8,0
2165,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Akshardham,No,East Delhi,8.2,2009,2,6073,6072,12145,30.6,28.0,Smart Card (DMRC Card),No,Yes,4,2,Cold & Cloudy,16.4,0,1.5,0
2166,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Botanical Garden,Yes,Noida,17.2,2009,4,19279,19974,39253,31.7,52.0,NCMC Card (One Delhi),Yes,No,8,1,Cold & Cloudy,16.4,0,0.7,0
2167,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Dwarka Mor,No,West Delhi,20.1,2005,2,4423,4324,8747,39.2,49.0,Smart Card (DMRC Card),Yes,Yes,4,2,Cold & Cloudy,16.4,0,1.5,0
2168,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Dwarka Sector 21,Yes,West Delhi,24.6,2010,3,15493,15940,31433,33.2,60.0,QR Ticket (Token-less),Yes,No,8,2,Cold & Cloudy,16.4,0,0.8,0
2169,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Indraprastha,No,East Delhi,4.7,2005,2,6335,6314,12649,38.4,27.1,Smart Card (DMRC Card),Yes,Yes,3,2,Cold & Cloudy,16.4,0,2.2,0
2170,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Janakpuri West,Yes,West Delhi,16.4,2005,4,18031,17846,35877,41.3,50.7,QR Ticket (Token-less),No,Yes,6,2,Cold & Cloudy,16.4,0,0.2,0
2171,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Karol Bagh,No,Central Delhi,6.1,2005,2,7552,7566,15118,32.9,29.6,NCMC Card (One Delhi),Yes,Yes,3,0,Cold & Cloudy,16.4,0,0.9,0
2172,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Kirti Nagar,Yes,West Delhi,10.7,2005,4,16732,16177,32909,35.7,36.4,QR Ticket (Token-less),Yes,Yes,8,2,Cold & Cloudy,16.4,0,2.7,0
2173,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Mandi House,Yes,Central Delhi,2.3,2005,3,16773,17313,34086,39.5,23.2,Paper QR Token,Yes,No,8,1,Cold & Cloudy,16.4,0,0.7,0
2174,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Mayur Vihar-I,Yes,East Delhi,10.6,2009,3,17033,17278,34311,30.9,38.0,Paper QR Token,Yes,Yes,6,1,Cold & Cloudy,16.4,0,0.6,0
2175,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Noida Sector 18,No,Noida,19.8,2009,2,5331,5145,10476,31.5,60.0,Paper QR Token,No,Yes,4,2,Cold & Cloudy,16.4,0,1.3,0
2176,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Rajendra Place,No,Central Delhi,7.4,2005,2,6110,6265,12375,30.9,32.6,Smart Card (DMRC Card),Yes,No,2,0,Cold & Cloudy,16.4,0,1.6,0
2177,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Rajiv Chowk,Yes,Central Delhi,0.5,2005,4,20317,20007,40324,41.3,17.0,Smart Card (DMRC Card),No,Yes,4,1,Cold & Cloudy,16.4,0,0.6,0
2178,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,3,15663,15695,31358,42.6,37.5,Smart Card (DMRC Card),No,No,6,1,Cold & Cloudy,16.4,0,5.5,0
2179,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,5063,4883,9946,31.8,42.4,Paper QR Token,Yes,Yes,2,2,Cold & Cloudy,16.4,0,1.4,0
2180,2024-01-23,Tuesday,0,Winter,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,4,18019,17661,35680,41.2,30.4,Smart Card (DMRC Card),No,Yes,6,2,Cold & Cloudy,16.4,0,0.5,0
2181,2024-01-23,Tuesday,0,Winter,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,6217,6057,12274,28.2,37.6,QR Ticket (Token-less),No,Yes,3,0,Cold & Cloudy,16.4,0,6.4,0
2182,2024-01-23,Tuesday,0,Winter,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,4475,4601,9076,44.6,60.0,QR Ticket (Token-less),No,No,4,0,Cold & Cloudy,16.4,0,0.2,0
2183,2024-01-23,Tuesday,0,Winter,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,5122,5332,10454,41.0,52.5,Paper QR Token,No,No,4,0,Cold & Cloudy,16.4,0,0.7,0
2184,2024-01-23,Tuesday,0,Winter,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,4683,4723,9406,38.2,47.9,QR Ticket (Token-less),Yes,Yes,3,1,Cold & Cloudy,16.4,0,0.2,0
2185,2024-01-23,Tuesday,0,Winter,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,6305,6451,12756,42.1,49.4,Smart Card (DMRC Card),Yes,Yes,2,0,Cold & Cloudy,16.4,0,1.3,0
2186,2024-01-23,Tuesday,0,Winter,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,5180,5133,10313,36.3,44.7,QR Ticket (Token-less),No,Yes,3,1,Cold & Cloudy,16.4,0,6.2,0
2187,2024-01-23,Tuesday,0,Winter,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,5232,5072,10304,37.1,60.0,QR Ticket (Token-less),Yes,Yes,3,0,Cold & Cloudy,16.4,0,1.2,0
2188,2024-01-23,Tuesday,0,Winter,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,4590,4629,9219,44.1,60.0,QR Ticket (Token-less),No,No,4,1,Cold & Cloudy,16.4,0,4.6,0
2189,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,4,15944,16464,32408,40.6,53.1,Paper QR Token,No,No,2,1,Cold & Cloudy,16.4,0,0.2,0
2190,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,6232,6319,12551,39.3,33.5,QR Ticket (Token-less),No,Yes,2,0,Cold & Cloudy,16.4,0,3.5,0
2191,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,4,20454,20454,40908,43.1,33.5,QR Ticket (Token-less),No,Yes,2,1,Cold & Cloudy,16.4,0,3.7,0
2192,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,6400,6511,12911,28.5,29.7,Smart Card (DMRC Card),No,Yes,4,2,Cold & Cloudy,16.4,0,1.1,0
